,game_id,season,game_type,week,gameday,weekday,gametime,gametime_hour,gametime_minute,away_team,away_score,home_team,home_score,location,result,total,overtime,pfr,espn,away_rest,home_rest,away_moneyline,home_moneyline,spread_line,away_spread_odds,home_spread_odds,total_line,under_odds,over_odds,div_game,roof,surface,temp,wind,away_qb_id,home_qb_id,referee,stadium_id,stadium,outdoor,grass,playoff,home_DVOA_Rank,home_DVOA,away_DVOA_Rank,away_DVOA,home_win,home_afterbye,away_afterbye,tie
1802,2017_14_DET_TB,2017,REG,14,12/10/2017,Sunday,13:00,13,0,DET,24,TB,21,Home,-3,45,0,201712100tam,400951660,7,7,-123,111,0,-102,-108,47.5,-117,106,0,outdoors,grass,55,9,00-0026498,00-0031503,Ed Hochuli,TAM00,Raymond James Stadium,1,1,0,23,-0.12,12,0.09,0,0,0,0
1803,2017_14_TEN_ARI,2017,REG,14,12/10/2017,Sunday,16:05,16,5,TEN,7,ARI,12,Home,5,19,0,201712100crd,400951662,7,7,-143,129,-2.5,-115,104,42,-103,-107,0,closed,grass,70,0,00-0032268,00-0027948,Jerome Boger,PHO00,University of Phoenix Stadium,0,1,0,19,-0.08,18,-0.06,1,0,0,0
1804,2017_14_NYJ_DEN,2017,REG,14,12/10/2017,Sunday,16:05,16,5,NYJ,0,DEN,23,Home,23,23,0,201712100den,400951665,7,7,-104,-106,-1,101,-111,40.5,-107,-103,0,outdoors,grass,60,3,00-0021206,00-0032156,Tony Corrente,DEN00,Sports Authority Field at Mile High,1,1,0,29,-0.22,27,-0.19,1,0,0,0
1805,2017_14_WAS_LAC,2017,REG,14,12/10/2017,Sunday,16:05,16,5,WAS,13,LAC,30,Home,17,43,0,201712100sdg,400951687,10,7,235,-265,6,-102,-108,46.5,-104,-106,0,outdoors,grass,81,4,00-0029604,00-0022942,Jeff Triplette,LAX97,StubHub Center,1,1,0,13,0.07,16,-0.03,1,0,0,0
1806,2017_14_SEA_JAX,2017,REG,14,12/10/2017,Sunday,16:25,16,25,SEA,24,JAX,30,Home,6,54,0,201712100jax,400951652,7,7,129,-143,3,-125,113,41,-100,-110,0,outdoors,grass,54,5,00-0029263,00-0031407,Gene Steratore,JAX00,EverBank Field,1,1,0,8,0.14,15,0.02,1,0,0,0
1807,2017_14_PHI_LA,2017,REG,14,12/10/2017,Sunday,16:25,16,25,PHI,43,LA,35,Home,-8,78,0,201712100ram,400951689,7,7,-115,104,-1,-108,-102,47.5,-106,-104,0,outdoors,grass,83,0,00-0032950,00-0033106,Craig Wrolstad,LAX99,Los Angeles Memorial Coliseum,1,1,0,3,0.28,5,0.24,0,0,0,0
1808,2017_14_BAL_PIT,2017,REG,14,12/10/2017,Sunday,20:30,20,30,BAL,38,PIT,39,Home,1,77,0,201712100pit,400951694,7,6,217,-244,6,-110,-100,43,-105,-105,1,outdoors,grass,33,12,00-0026158,00-0022924,Walt Coleman,PIT00,Heinz Field,1,1,0,4,0.26,7,0.18,1,0,0,0
1809,2017_14_NE_MIA,2017,REG,14,12/11/2017,Monday,20:30,20,30,NE,20,MIA,27,Home,7,47,0,201712110mia,400951696,8,8,-485,412,-10,-104,-106,48,-105,-105,1,outdoors,grass,55,7,00-0019596,00-0024226,Peter Morelli,MIA00,Hard Rock Stadium,1,1,0,28,-0.22,6,0.22,1,0,0,0
1810,2017_15_DEN_IND,2017,REG,15,12/14/2017,Thursday,20:25,20,25,DEN,25,IND,13,Home,-12,38,0,201712140clt,400951705,4,4,-145,131,-3,104,-115,40.5,-108,-102,0,closed,fieldturf,70,0,00-0032156,00-0033119,Terry McAulay,IND00,Lucas Oil Stadium,0,0,0,30,-0.24,29,-0.22,0,0,0,0
1811,2017_15_CHI_DET,2017,REG,15,12/16/2017,Saturday,16:30,16,30,CHI,10,DET,20,Home,10,30,0,201712160det,400951768,6,6,211,-236,5,-101,-109,43.5,-104,-106,1,dome,fieldturf,70,0,00-0033869,00-0026498,Jeff Triplette,DET00,Ford Field,0,0,0,12,0.09,25,-0.17,1,0,0,0
1812,2017_15_LAC_KC,2017,REG,15,12/16/2017,Saturday,20:25,20,25,LAC,13,KC,30,Home,17,43,0,201712160kan,400951772,6,6,102,-113,1,-104,-106,47,-113,102,1,outdoors,grass,53,9,00-0022942,00-0023436,Walt Anderson,KAN00,Arrowhead Stadium,1,1,0,10,0.11,13,0.07,1,0,0,0
1813,2017_15_MIA_BUF,2017,REG,15,12/17/2017,Sunday,13:00,13,0,MIA,16,BUF,24,Home,8,40,0,201712170buf,400951774,6,7,166,-185,3.5,-107,-103,39.5,-115,104,1,outdoors,a_turf,22,8,00-0024226,00-0028118,Jerome Boger,BUF00,New Era Field,1,0,0,22,-0.11,28,-0.22,1,0,0,0
1814,2017_15_GB_CAR,2017,REG,15,12/17/2017,Sunday,13:00,13,0,GB,24,CAR,31,Home,7,55,0,201712170car,400951777,7,7,136,-150,3,-110,-100,46.5,-103,-107,0,outdoors,grass,51,5,00-0023459,00-0027939,Craig Wrolstad,CAR00,Bank of America Stadium,1,1,0,9,0.13,17,-0.05,1,0,0,0
1815,2017_15_BAL_CLE,2017,REG,15,12/17/2017,Sunday,13:00,13,0,BAL,27,CLE,10,Home,-17,37,0,201712170cle,400951778,7,7,-260,231,-6.5,-102,-108,42,-113,102,1,outdoors,grass,36,0,00-0026158,00-0033899,Clete Blakeman,CLE00,FirstEnergy Stadium,1,1,0,32,-0.29,7,0.18,0,0,0,0
1816,2017_15_HOU_JAX,2017,REG,15,12/17/2017,Sunday,13:00,13,0,HOU,7,JAX,45,Home,38,52,0,201712170jax,400951781,7,7,385,-450,10.5,-113,102,39,-108,-102,1,outdoors,grass,72,5,00-0028090,00-0031407,Carl Cheffers,JAX00,EverBank Field,1,1,0,8,0.14,26,-0.18,1,0,0,0
1817,2017_15_CIN_MIN,2017,REG,15,12/17/2017,Sunday,13:00,13,0,CIN,7,MIN,34,Home,27,41,0,201712170min,400951784,7,7,534,-650,12.5,-100,-110,42.5,-115,104,0,dome,sportturf,70,0,00-0027973,00-0028986,Walt Coleman,MIN01,U.S. Bank Stadium,0,0,0,2,0.29,24,-0.14,1,0,0,0
1818,2017_15_NYJ_NO,2017,REG,15,12/17/2017,Sunday,13:00,13,0,NYJ,19,NO,31,Home,12,50,0,201712170nor,400951806,7,10,789,-1100,16.5,-113,102,47,-103,-107,0,dome,sportturf,70,0,00-0031568,00-0020531,Ron Torbert,NOR00,Mercedes-Benz Superdome,0,0,0,1,0.35,27,-0.19,1,0,0,0
1819,2017_15_PHI_NYG,2017,REG,15,12/17/2017,Sunday,13:00,13,0,PHI,34,NYG,29,Home,-5,63,0,201712170nyg,400951808,7,7,-300,264,-7.5,108,-119,40.5,-107,-103,1,outdoors,fieldturf,35,0,00-0029567,00-0022803,Brad Allen,NYC01,MetLife Stadium,1,0,0,31,-0.25,5,0.24,0,0,0,0
1820,2017_15_ARI_WAS,2017,REG,15,12/17/2017,Sunday,13:00,13,0,ARI,15,WAS,20,Home,5,35,0,201712170was,400951809,7,7,181,-202,4,-100,-110,40,-102,-108,0,outdoors,grass,50,1,00-0027948,00-0029604,Peter Morelli,WAS00,FedExField,1,1,0,16,-0.03,19,-0.08,1,0,0,0
1821,2017_15_LA_SEA,2017,REG,15,12/17/2017,Sunday,16:05,16,5,LA,42,SEA,7,Home,-35,49,0,201712170sea,400951811,7,7,-105,-105,-1,-100,-110,47.5,-110,100,1,outdoors,fieldturf,47,15,00-0033106,00-0029263,Ed Hochuli,SEA00,CenturyLink Field,1,0,0,15,0.02,3,0.28,0,0,0,0
1822,2017_15_NE_PIT,2017,REG,15,12/17/2017,Sunday,16:25,16,25,NE,27,PIT,24,Home,-3,51,0,201712170pit,400951812,6,7,-139,126,-2.5,-113,102,53,-115,104,0,outdoors,grass,42,4,00-0019596,00-0022924,Tony Corrente,PIT00,Heinz Field,1,1,0,4,0.26,6,0.22,0,0,0,0
1823,2017_15_TEN_SF,2017,REG,15,12/17/2017,Sunday,16:25,16,25,TEN,23,SF,25,Home,2,48,0,201712170sfo,400951813,7,7,111,-123,2.5,-113,102,44.5,-102,-108,0,outdoors,grass,65,17,00-0032268,00-0031345,John Parry,SFO01,Levi's Stadium,1,1,0,21,-0.09,18,-0.06,1,0,0,0
1824,2017_15_DAL_OAK,2017,REG,15,12/17/2017,Sunday,20:30,20,30,DAL,20,OAK,17,Home,-3,37,0,201712170rai,400951814,7,7,-143,129,-3,104,-115,46,-102,-108,0,outdoors,grass,57,4,00-0033077,00-0031280,Gene Steratore,OAK00,Oakland-Alameda County Coliseum,1,1,0,20,-0.09,11,0.09,0,0,0,0
1825,2017_15_ATL_TB,2017,REG,15,12/18/2017,Monday,20:30,20,30,ATL,24,TB,21,Home,-3,45,0,201712180tam,400951816,11,8,-320,281,-7,-105,-105,49.5,-101,-109,1,outdoors,grass,71,2,00-0026143,00-0031503,John Hussey,TAM00,Raymond James Stadium,1,1,0,23,-0.12,14,0.05,0,0,0,0
1826,2017_16_IND_BAL,2017,REG,16,12/23/2017,Saturday,16:30,16,30,IND,16,BAL,23,Home,7,39,0,201712230rav,400951596,9,6,638,-800,13.5,-108,-102,41,-100,-110,0,outdoors,grass,63,14,00-0033119,00-0026158,Tony Corrente,BAL00,M&T Bank Stadium,1,1,0,7,0.18,30,-0.24,1,0,0,0
1827,2017_16_MIN_GB,2017,REG,16,12/23/2017,Saturday,20:30,20,30,MIN,16,GB,0,Home,-16,16,0,201712230gnb,400951602,6,6,-400,346,-8.5,-100,-110,41,-106,-104,1,outdoors,grass,10,6,00-0028986,00-0031589,Carl Cheffers,GNB00,Lambeau Field,1,1,0,17,-0.05,2,0.29,0,0,0,0
1828,2017_16_TB_CAR,2017,REG,16,12/24/2017,Sunday,13:00,13,0,TB,19,CAR,22,Home,3,41,0,201712240car,400951613,6,7,385,-450,10,-108,-102,46.5,-115,104,1,outdoors,grass,55,6,00-0031503,00-0027939,Jerome Boger,CAR00,Bank of America Stadium,1,1,0,9,0.13,23,-0.12,1,0,0,0
1829,2017_16_CLE_CHI,2017,REG,16,12/24/2017,Sunday,13:00,13,0,CLE,3,CHI,20,Home,17,23,0,201712240chi,400951617,7,8,205,-230,5.5,-104,-106,37,-100,-110,0,outdoors,grass,24,8,00-0033899,00-0033869,Terry McAulay,CHI98,Soldier Field,1,1,0,25,-0.17,32,-0.29,1,0,0,0
1830,2017_16_DET_CIN,2017,REG,16,12/24/2017,Sunday,13:00,13,0,DET,17,CIN,26,Home,9,43,0,201712240cin,400951621,8,7,-154,139,-3,-104,-106,43.5,-105,-105,0,outdoors,fieldturf,35,2,00-0026498,00-0027973,Gene Steratore,CIN00,Paul Brown Stadium,1,0,0,24,-0.14,12,0.09,1,0,0,0
1831,2017_16_MIA_KC,2017,REG,16,12/24/2017,Sunday,13:00,13,0,MIA,13,KC,29,Home,16,42,0,201712240kan,400951625,7,8,431,-510,11,-110,-100,43.5,-103,-107,0,outdoors,grass,23,15,00-0024226,00-0023436,Brad Allen,KAN00,Arrowhead Stadium,1,1,0,10,0.11,28,-0.22,1,0,0,0
1832,2017_16_BUF_NE,2017,REG,16,12/24/2017,Sunday,13:00,13,0,BUF,16,NE,37,Home,21,53,0,201712240nwe,400951631,7,7,431,-510,11,-103,-107,47.5,-112,102,1,outdoors,fieldturf,35,7,00-0028118,00-0019596,Craig Wrolstad,BOS00,Gillette Stadium,1,0,0,6,0.22,22,-0.11,1,0,0,0
1833,2017_16_ATL_NO,2017,REG,16,12/24/2017,Sunday,13:00,13,0,ATL,13,NO,23,Home,10,36,0,201712240nor,400951637,6,7,216,-242,5.5,-102,-108,52,-103,-107,1,dome,sportturf,70,0,00-0026143,00-0020531,Peter Morelli,NOR00,Mercedes-Benz Superdome,0,0,0,1,0.35,14,0.05,1,0,0,0
1834,2017_16_LAC_NYJ,2017,REG,16,12/24/2017,Sunday,13:00,13,0,LAC,14,NYJ,7,Home,-7,21,0,201712240nyj,400951642,8,7,-300,264,-7.5,106,-117,42.5,-103,-107,0,outdoors,fieldturf,40,6,00-0022942,00-0031568,Clete Blakeman,NYC01,MetLife Stadium,1,0,0,27,-0.19,13,0.07,0,0,0,0
1835,2017_16_LA_TEN,2017,REG,16,12/24/2017,Sunday,13:00,13,0,LA,27,TEN,23,Home,-4,50,0,201712240oti,400951667,7,7,-230,205,-5.5,-105,-105,46,-105,-105,0,outdoors,grass,39,11,00-0033106,00-0032268,Walt Anderson,NAS00,Nissan Stadium,1,1,0,18,-0.06,3,0.28,0,0,0,0
1836,2017_16_DEN_WAS,2017,REG,16,12/24/2017,Sunday,13:00,13,0,DEN,11,WAS,27,Home,16,38,0,201712240was,400951671,10,7,144,-160,3,100,-110,39.5,103,-114,0,outdoors,grass,43,7,00-0029682,00-0029604,Ed Hochuli,WAS00,FedExField,1,1,0,16,-0.03,29,-0.22,1,0,0,0
1837,2017_16_JAX_SF,2017,REG,16,12/24/2017,Sunday,16:05,16,5,JAX,33,SF,44,Home,11,77,0,201712240sfo,400951675,7,7,-208,186,-4,-102,-108,43,-104,-106,0,outdoors,grass,52,0,00-0031407,00-0031345,Jeff Triplette,SFO01,Levi's Stadium,1,1,0,21,-0.09,8,0.14,1,0,0,0
1838,2017_16_NYG_ARI,2017,REG,16,12/24/2017,Sunday,16:25,16,25,NYG,0,ARI,23,Home,23,23,0,201712240crd,400951682,7,7,156,-173,3,105,-116,39,-106,-104,0,closed,grass,70,0,00-0022803,00-0025430,John Parry,PHO00,University of Phoenix Stadium,0,1,0,19,-0.08,31,-0.25,1,0,0,0
